Campaign name,By Day,Subregion,Cost,Impressions,Clicks (destination),Conversions,Frequency,Currency
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-18,Tennessee,13.58,515,12,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-19,South Australia,13.58,2841,13,0,-,AUD
Seasonal Collection | US Only,2025-10-16,Oregon,13.58,1785,10,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-16,Michigan,13.57,1811,9,0,-,AUD
Seasonal Collection | US Only,2025-10-18,Oklahoma,13.56,1238,6,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-18,Pennsylvania,13.55,1130,3,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-17,Wisconsin,13.55,255,6,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-17,California,13.54,1402,8,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-14,Wisconsin,13.52,701,24,1,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-13,Victoria,13.51,680,10,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-18,Virginia,13.51,702,17,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-12,Ohio,13.50,1335,20,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,Washington,13.49,2156,12,0,-,AUD
Seasonal Collection | Europe,2025-10-15,City of Zagreb,13.49,5997,48,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-18,Kentucky,13.49,955,9,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-15,South Australia,13.49,2051,9,1,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-16,Alabama,13.49,761,40,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-14,Maryland,13.48,1420,8,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-18,Oklahoma,13.48,988,3,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-13,Australian Capital Territory,13.47,3006,12,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-13,Tennessee,13.46,1282,19,0,-,AUD
Seasonal Collection | US Only,2025-10-12,Maryland,13.45,1286,15,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-16,District of Columbia,13.44,571,13,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Madrid,13.44,3187,11,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-19,Illinois,13.44,1260,8,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-16,Wisconsin,13.42,951,5,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-15,District of Columbia,13.41,958,4,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - US,2025-10-12,Pennsylvania,13.41,1192,6,0,-,AUD
Seasonal Collection | ROW,2025-10-18,Eastern Region,13.40,2180,16,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-19,Minnesota,13.40,356,13,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-12,Louisiana,13.38,1644,25,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-12,Pennsylvania,13.38,979,4,0,-,AUD
Seasonal Collection | Europe,2025-10-16,Flanders,13.37,3391,17,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-18,Greater Perth,13.37,1660,283,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-19,Virginia,13.37,747,13,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-12,South Carolina,13.36,1174,11,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-16,Missouri,13.36,3342,35,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-16,Mississippi,13.35,755,20,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,Tennessee,13.35,2100,13,0,-,AUD
Seasonal Collection | Europe,2025-10-15,Catalonia,13.34,3114,20,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-18,Texas,13.33,1265,6,1,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-15,Greater Perth,13.33,1287,121,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,Flanders,13.32,2516,22,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-15,Georgia,13.32,1456,10,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-13,England,13.32,794,3,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-15,Oklahoma,13.31,475,14,0,-,AUD
Seasonal Collection | ROW,2025-10-14,Makkah Al Mukarramah,13.31,1762,13,0,-,AUD
Seasonal Collection | US Only,2025-10-12,Washington,13.31,1069,8,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-17,Utah,13.30,1134,7,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-18,Michigan,13.30,1768,11,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-14,Louisiana,13.29,1394,19,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Dublin City,13.27,3114,13,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-17,Virginia,13.27,2391,9,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-19,Arizona,13.26,545,12,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-18,Oregon,13.26,1017,4,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-14,Macedonia - Thrace,13.26,5330,38,1,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-12,Florida,13.25,1536,21,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-18,Makkah Al Mukarramah,13.25,1991,40,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-12,Oklahoma,13.24,900,7,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-14,Hesse,13.24,2320,12,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-12,Wellington Region,13.22,3254,7,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Kansas,13.22,1058,5,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,Connecticut,13.20,1770,14,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-17,Alabama,13.18,1592,7,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-18,Florida,13.17,1133,5,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-13,Dubai,13.17,856,20,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-14,Missouri,13.17,650,20,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-17,Ontario,13.16,1771,6,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-18,Ontario,13.15,1980,12,0,-,AUD
Seasonal Collection | ROW,2025-10-19,Makkah Al Mukarramah,13.14,2162,17,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-13,Louisiana,13.14,1531,28,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,Kansas,13.14,685,14,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-12,Ile de France,13.14,3162,22,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-15,Alabama,13.14,1313,7,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - US,2025-10-14,Georgia,13.14,1415,3,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-17,Greater Brisbane,13.13,1436,181,0,-,AUD
Seasonal Collection | US Only,2025-10-14,Washington,13.12,1255,10,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Ile de France,13.08,2452,31,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-16,Greater Brisbane,13.06,1340,193,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Top Markets,2025-10-19,England,13.06,1020,8,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-13,Georgia,13.06,1989,17,1,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-12,Missouri,13.05,642,11,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-13,Indiana,13.05,1531,3,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-19,Kentucky,13.04,1074,7,0,-,AUD
Seasonal Collection | US Only,2025-10-15,Oklahoma,13.04,1457,2,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-17,Mississippi,13.03,1544,17,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-16,California,13.03,1247,8,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-17,Oregon,13.03,799,26,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-17,Texas,13.03,1140,10,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-13,Colorado,13.01,417,6,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-17,Nova Scotia,13.01,4087,25,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-16,Arizona,13.00,1120,8,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-14,Colorado,12.98,1616,8,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-18,Unknown,12.98,1161,4,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-13,Greater Melbourne,12.96,1638,143,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-18,Maryland,12.95,1153,7,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-18,Washington,12.95,1089,16,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-16,South Carolina,12.95,818,38,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-14,Nevada,12.95,1630,20,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Ile de France,12.94,2454,14,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-13,California,12.94,1195,15,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-12,Illinois,12.93,1054,4,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-14,Texas,12.92,1155,6,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - US,2025-10-18,Florida,12.92,1023,6,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-18,New York,12.91,1214,6,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-12,Indiana,12.91,1136,25,0,-,AUD
Seasonal Collection | US Only,2025-10-13,South Carolina,12.91,1304,11,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-19,California,12.91,1193,2,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-12,Colorado,12.90,802,16,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-19,Arizona,12.90,1544,9,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-19,Colorado,12.90,421,16,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-16,Indiana,12.90,3990,40,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-18,Tennessee,12.89,1551,10,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-18,Colorado,12.89,1253,20,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-18,Maryland,12.87,1774,19,1,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-12,Unknown,12.86,1363,15,1,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-12,South Australia,12.86,2402,7,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-12,Hawaii,12.86,982,3,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-13,Florida,12.85,1065,10,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Uusimaa,12.84,3253,13,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-19,New York,12.84,1234,12,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-12,Indiana,12.84,621,13,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Ile de France,12.84,2415,16,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-19,Northern Ireland,12.83,1364,12,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,Vienna,12.83,3294,12,1,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-17,England,12.82,1158,13,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-16,Unknown,12.81,1485,10,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-12,Texas,12.80,1382,3,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-16,Illinois,12.80,1846,9,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-18,South Carolina,12.79,694,16,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-16,Arizona,12.79,2035,17,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-12,Wisconsin,12.78,1135,9,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-16,Unknown,12.77,1801,13,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-14,Louisiana,12.77,2387,29,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-16,South Carolina,12.76,1243,5,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-16,North Carolina,12.76,1668,11,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-17,District of Columbia,12.73,776,21,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-15,Greater Melbourne,12.73,2601,166,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-15,Ohio,12.72,1138,5,1,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-16,New South Wales,12.70,2398,64,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-18,Nevada,12.70,1444,11,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Brussels-Capital Region,12.69,4075,27,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-17,Alabama,12.68,435,19,1,-,AUD
Seasonal Collection | US Only,2025-10-12,Nevada,12.66,1044,6,1,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-12,Auckland Region,12.65,8061,40,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-19,Oregon,12.64,771,2,0,-,AUD
Seasonal Collection | US Only,2025-10-12,Colorado,12.63,1078,4,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-17,Tennessee,12.63,1147,11,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-13,Western Australia,12.63,2626,7,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,Delaware,12.62,1452,11,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-18,Minnesota,12.62,520,3,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-12,South Australia,12.61,3287,18,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-19,Unknown,12.61,2188,8,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-14,Western Australia,12.60,2613,25,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,Hawaii,12.60,517,5,1,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-13,Auckland Region,12.58,4275,21,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-12,Sharjah,12.57,3261,143,0,-,AUD
Seasonal Collection | US Only,2025-10-17,New Mexico,12.57,1383,19,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-16,Oregon,12.57,720,30,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-12,Colorado,12.56,726,12,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-16,Georgia,12.54,1756,8,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-17,Western Australia,12.54,1470,7,1,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-18,Manitoba,12.54,4561,24,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-12,Kentucky,12.53,907,6,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-14,Georgia,12.52,881,16,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Top Markets,2025-10-12,New South Wales,12.51,1424,3,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-19,New York,12.51,1182,6,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-14,Alabama,12.50,1121,18,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-15,Nevada,12.49,858,10,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-15,Tasmania,12.49,4015,17,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-16,Greater Adelaide,12.49,584,62,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,Stockholm,12.47,2033,9,0,-,AUD
Seasonal Collection | US Only,2025-10-13,Wisconsin,12.47,1287,9,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-18,Makkah Al Mukarramah,12.47,1961,18,1,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-16,Georgia,12.46,1318,18,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-16,New York,12.44,855,2,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-15,District of Columbia,12.43,1164,31,1,-,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Canterbury Region,12.43,4819,20,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-14,Illinois,12.42,790,6,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-13,Quebec,12.41,3308,27,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-16,Unknown,12.41,1213,13,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-17,Oklahoma,12.41,1255,10,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-18,Missouri,12.41,1098,11,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-16,Zurich,12.40,3941,16,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-18,Alabama,12.38,991,16,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-18,Washington,12.37,1502,10,0,-,AUD
