Campaign name,By Day,Ad name,Campaign ID,Ad group name,Ad group ID,Ad ID,Cost,Impressions,Clicks (destination),Frequency,Conversions,Video views,2-second video views,6-second video views,Video views at 100%,Video views at 75%,Video views at 50%,Video views at 25%,Average play time per video view,Adds to cart (website),Add to cart value (website),Currency
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Kensington Navy Fit Check | TikTok | ED: 06/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840149680682065,7.94,1584,3,1.07,1,1590,184,59,9,13,24,75,1.49,1,397.19,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,PR Content: @gabbifarias Petra Maxi Gold GRWM | ED: 25/11/2025,1802565639974002,August #1 - 18/08/2025 US Excluded,1841607044975634,1841607044975650,7.92,1809,9,1.03,0,1784,173,62,27,40,53,113,1.33,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-15,Boosted | Video | Ecom | Reaction | Standard | Tyla - Elvira Mini Dress Plum Brown | ED: 02/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1845064723564562,7.90,773,2,1.03,0,767,69,22,5,9,13,26,1.44,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-19,Suiting Collection Drop 2 | Video 4 (Campaign) | ED: 23/12/2025,1843418219926961,Drop- #2 | ED: 23/12/2025,1844140791283858,1844140791284818,7.89,1071,41,5.85,0,1041,328,210,105,113,137,230,3.47,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-15,PR Content JeyMar Husband Rates My Outfits | TikTok | ED: 17/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843593058494466,7.88,951,26,1.46,0,820,245,115,52,58,78,124,3.58,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-16,Suiting Collection Drop 2 | Video 1 (Campaign) | ED: 23/12/2025,1843417668581761,Drop- #2 | ED: 23/12/2025,1844138146112546,1844138146112562,7.88,886,5,1.02,0,876,83,32,8,11,18,35,1.39,9,2149.55,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-13,PR Content Sosazerafa Aveta & Deliliah Mini vs Maxi | TikTok | ED: 03/12/2025,1842332114924626,Cold #1 - 4/9/2025,1842332114924642,1842332114926738,7.87,1628,30,1.06,0,1634,476,226,54,115,184,381,2.49,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,PR Content Maliyah Jey_Mar | TikTok | ED: 12/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840434777572370,7.83,1332,5,1.05,0,1299,161,55,34,47,73,131,1.44,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-13,Keira Blush ASMR GRWM | TikTok | ED: 16/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843509271892113,7.82,1165,86,1.41,0,1182,474,368,108,141,205,375,5.28,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Babyboo Suiting Vol 2 Launch | TikTok | ED: 26/12/2025,1842431186105393,Cold #3 - 24/9/2025,1844241526585362,1844413213710338,7.81,1764,13,2.28,0,1750,210,45,5,10,13,53,1.37,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-18,Fable Gown Reaction Red | TikTok | ED: 20/11/2025,1841504151797777,Cold #2 - 8/22/2025,1841504151797793,1841504151799857,7.81,397,2,1.05,0,390,85,33,7,10,23,38,2.30,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-19,PR Content Azurae Drop 4 | TikTok | ED: 20/11/2025,1841504151797777,Cold #1 - 8/1/2025,1841504151800833,1841504151800865,7.80,677,13,3.44,0,667,162,63,30,40,57,118,2.41,0,0.00,AUD
Seasonal Collection | ROW,2025-10-16,Seasonal Wedding Guest | @isabellagarwood Fable Red | Logo Only | PR Content,1834055653054577,Seasonal Wedding NEW,1834055661628818,1842075615468594,7.78,840,7,1.07,0,831,88,34,16,25,37,67,1.43,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-19,Ad | Video | Séduire D2 | Campaign | Product | Standard | Rosetta Maxi Leopard V2 | ED: 06/01/26,1845424292146225,Drop- #2 | ED: 13/01/2026,1845963573533697,1845963573533713,7.77,792,1,2.17,0,786,70,24,9,15,24,54,1.33,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-18,Ad | Video | Ecom | Product | Compilation Cornelia Mini Dress Plum Brown V3 | ED: 30/12/2025,1845228052428834,Drop- #1 | ED: 30/12/2025,1845228200848545,1845228387557425,7.77,1941,10,1.01,0,1928,430,196,43,80,147,266,2.09,0,0.00,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-14,Atelier 2 Collection Drop 2 | Video 9 (Campaign) | ED: 25/11/2025,1841594235269121,Top Ads #3 24/09/2025,1844156374629570,1844157881115682,7.76,689,1,1.02,0,684,72,23,6,10,22,45,1.31,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15," Starla Gold Double Reaction | TIkTok  | ED: 3/11/2025",1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1839666442736642,7.75,1506,4,1.03,0,1513,172,57,12,26,41,76,1.51,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-16,Solune Swipe | TikTok | ED: 24/11/2025,1841504151797777,Cold #2 - 8/22/2025,1841504151797793,1841504151797809,7.73,961,2,1.02,0,950,143,54,38,58,80,150,1.74,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Drop 5 Azurae Launch | TikTok | ED: 31/10/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1839260625411121,7.72,1865,1,1.06,0,1868,97,22,4,6,12,29,1.08,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-17,Seasonal Bridal | Dress Code: Bride To Be 3 | NEW UGC,1841692986014721,Seasonal Bridal NEW,1841692994400370,1841692994405490,7.72,2064,11,1.05,0,2057,185,60,25,37,60,121,1.32,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - ROW,2025-10-13,Atelier 2 Collection Drop 2 | Video 6 (Ecom Reaction) | ED: 25/11/2025,1842787192029409,Drop- #2 | ED: 25/11/2025,1842878592670866,1842880226213937,7.72,852,10,1.03,0,845,224,69,11,17,34,91,2.18,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-14,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Oakley Corse & Allaire Maxi Skirt Sage  ED: 03/02/2026,1844953045703745,Cold #1 - 3/10/2025,1845141014880338,1845224767806594,7.70,892,8,1.03,0,890,162,56,9,19,29,64,1.89,4,989.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-19,Fable Gown Talking Behind Back Blush | TikTok | ED: 16/12/2025,1842432547494225,Cold #2 - 12/9/2025,1843042348831761,1843507899743313,7.70,686,5,5.67,0,678,89,39,21,27,44,72,1.52,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-18,Aurelia Reaction Yas | TikTok | ED: 04/12/2025,1842432547494225,Cold #1 - 4/9/2025,1842432547494241,1842432547497217,7.70,868,1,1.01,0,876,151,72,4,6,31,79,1.94,0,0.00,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-19,Solune Collection Drop 1 | Video 4 (Campaign) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408051282,7.69,1379,8,2.25,0,1383,134,40,16,26,45,104,1.31,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,PR Content: @gabbifarias Petra Maxi Gold GRWM | ED: 25/11/2025,1802565639974002,August #1 - 18/08/2025 US Excluded,1841607044975634,1841607044975650,7.68,1241,6,1.07,0,1218,172,69,27,44,66,116,1.72,1,281.43,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-17,Argy Talking BTS Suiting | TikTok | ED: 30/12/2025,1842432547494225,Cold #3 - 24/9/2025,1844239678553266,1844765478908929,7.67,603,1,1.01,0,599,80,21,5,10,10,19,1.73,0,0.00,AUD
Seasonal Collection | ROW,2025-10-18,Seasonal Bridesmaid | Trio Reaction Video | Left Text | Soirée Campaign Content,1834055653054577,Seasonal Bridesmaid NEW,1834055653065777,1841153471427713,7.67,2028,20,1.04,0,1993,484,280,126,171,305,435,2.49,4,1543.63,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-13,Atelier Sept Drop 1 Flicker | TikTok | ED: 06/12/2025,1842332406660097,Cold #1 - 4/9/2025,1842332406660113,1842426243269794,7.67,330,5,1.04,0,334,94,42,30,35,41,64,2.66,1,229.95,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-14,Nerida Set + Celaena Red fit Check | TikTok | ED: 08/11/2025,1839260273016914,Cold #1 - 8/1/2025 US excluded,1841504672272466,1841504672280578,7.64,1183,4,1.01,0,1197,203,60,11,24,42,126,1.68,1,199.95,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-16,Solune Collection Drop 1 | Video 2 (Ecom Flicker) | ED: 18/11/2025,1840922439843937,Drop-#1 | ED: 18/11/2025,1840922439843953,1840922439845921,7.64,1220,2,1.01,0,1216,97,25,11,18,27,75,1.14,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Whitney Red Diversity | TikTok | ED: 12/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840434408853570,7.63,2008,8,1.04,0,2013,345,150,43,84,135,246,1.83,0,0.00,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-17,Solune Collection Drop 1 | Video 8 (Ecom Reaction) | ED: 18/11/2025,1828310254528529,Keyword Dress - August 7th - September 2nd,1842165431360866,1842165431360882,7.60,470,4,1.10,0,410,43,13,0,2,2,9,1.30,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Ad | Video | Campaign | Product | Standard | Amala Midi Cherry | ED: 30/12/26,1845422570444865,Drop- #1 | ED: 06/01/2026,1845422570451025,1845422570452993,7.60,1257,6,1.02,0,1247,174,62,37,49,80,135,1.68,1,205.10,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-14,GRWM Dressing Kirsty Pants + Odele Bodysuit Black & Ivory | TikTok | ED: 20/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843887587181666,7.59,568,6,1.05,0,563,117,58,9,18,27,58,2.39,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-18,Boosted | Video | Ecom | Product | Flicker | Julia - Babyboo Suiting | ED: 02/01/2026,1845132488132721,Cold #1 - 3/10/2025,1845132488133633,1845132488133649,7.59,2078,79,9.19,0,1263,709,458,99,139,244,579,5.30,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,PR Content Freya Parkhouse Azurae | TikTok | ED: 10/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840261258603650,7.58,1661,5,1.02,0,1660,199,75,25,40,64,118,1.53,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-18,Aveta GRWM Dressing Plum & Ivory | TikTok | ED: 13/11/2025,1839260273016914,Cold #1 - 8/1/2025 US excluded,1841504672272466,1841504672277586,7.57,1164,6,1.02,0,1175,259,114,17,37,53,167,2.23,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Morven Fit Check Ivory | TikTok | ED: 26/12/2025,1842431186105393,Cold #2 - 12/9/2025,1843043473858705,1843054594719842,7.56,2368,6,1.06,0,2353,266,74,17,29,49,160,1.35,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-15,Kerry Top + Kirsty Pants Grey Marl Pan Up | TikTok | ED: 30/12/2025,1842432547494225,Cold #3 - 24/9/2025,1844239678553266,1844764267150449,7.56,899,3,1.01,0,935,223,40,28,68,133,282,1.94,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-15,Azurae Reaction Compilation | TikTok | ED: 03/12/2025,1842432547494225,Cold #1 - 4/9/2025,1842432547494241,1842432547497265,7.55,1047,3,1.01,0,1045,80,20,2,2,6,15,1.30,3,976.84,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-13,No Revenge Tullulah Black | TikTok | ED: 17/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843593391600769,7.53,2024,89,2.16,0,2062,1204,679,343,581,684,1140,4.78,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,PR Content Mariipvzz Lemon Haul Treadmil | TikTok | ED: 07/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840165916975138,7.52,1863,10,1.04,1,1849,426,149,85,107,181,325,1.98,2,447.42,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-14,Julia Suiting Reactions | TikTok | ED: 19/12/2025,1842332406660097,Cold #2 - 12/9/2025,1843043755552338,1843695616405586,7.52,243,12,1.47,0,319,120,107,92,94,101,111,6.74,2,518.33,AUD
Seasonal Collection | Europe,2025-10-19,Seasonal Night Out | Duo Hotel GRWM | Logo Only | Campaign Content,1834056143155217,Seasonal Night Out,1842069485903905,1843599959957681,7.51,1267,5,5.58,0,1262,312,192,13,43,110,208,2.72,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Paula Black Reaction | TikTok | ED: 29/12/2025,1842431186105393,Cold #3 - 24/9/2025,1844241526585362,1844680075898065,7.51,2091,8,1.05,0,2051,340,129,25,36,57,137,1.90,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Solune Swipe | TikTok | ED: 24/11/2025,1839252302887954,Cold #2 - 8/22/2025,1841160811247713,1841503360282849,7.51,2095,11,1.05,0,2055,376,133,89,145,213,400,1.79,0,0.00,AUD
BEST SELLERS | Conversions  | US,2025-10-13,Campaign Content - Petra Mini Dress Silver | ED: 25/11/2025,1841606830750754,August #1 - 18/08/2025,1841606830750770,1841606830751826,7.51,860,9,1.02,0,852,61,13,6,11,22,56,1.19,1,302.84,AUD
Seasonal Collection | Europe,2025-10-15,Seasonal Birthday | Ad | Video | Ecom | Reaction | Celestia Maxi Navy,1834056143155217,Seasonal Birthday,1834056143164577,1845506861311154,7.50,1362,8,1.02,0,1345,171,57,7,9,20,60,1.38,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - US,2025-10-14,Atelier 2 Collection Drop 1 | Video 7 (Campaign) | ED: 25/11/2025,1842786709107793,Drop- #1 | ED: 25/11/2025,1842786709107809,1842786709108785,7.47,822,2,1.01,0,821,122,48,3,8,13,48,1.75,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Ashton Silver Reaction | TikTok | ED: 30/10/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1839260625412177,7.46,1742,5,1.01,0,1741,206,63,9,17,29,81,1.44,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16," Starla Gold Double Reaction | TIkTok  | ED: 3/11/2025",1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1839666442736642,7.43,1639,7,1.02,0,1634,219,74,16,29,49,102,1.71,0,0.00,AUD
Seasonal Collection | US Only,2025-10-16,Seasonal Bridesmaid | Trio Reaction Video | Logo Only | Soirée Campaign Content,1841693723595922,Seasonal Bridesmaid NEW,1841693723601026,1841693723601922,7.41,564,4,1.01,0,562,97,59,35,46,61,94,2.28,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,August D1 Launch Flicker | TikTok | ED: 06/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840151320774769,7.39,2154,8,1.04,0,2156,156,39,16,24,39,99,1.16,2,522.35,AUD
Seasonal Collection | ROW,2025-10-14,Seasonal Wedding Guest | @isabellagarwood Fable Red | Logo Only | PR Content,1834055653054577,Seasonal Wedding NEW,1834055661628818,1842075615468594,7.37,858,5,1.04,0,854,95,38,16,24,42,68,1.41,1,136.18,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-19,Atelier 2 Collection Drop 2 | Video 6 (Ecom Reaction) | ED: 25/11/2025,1841594235269121,Top Ads #2 12/09/2025,1843047238684786,1843047858667522,7.37,582,4,9.39,0,574,80,21,1,5,10,30,1.56,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-19,Tullulah Twinsy GRWM Black & Deep Olive | TikTok | ED: 18/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843682698059842,7.34,1239,2,1.42,0,1246,201,66,14,24,36,88,1.87,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-15,Ashton Maxi Dress Gold Compilation 2 (Ecom) | ED: 04/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1840067170899074,7.34,1402,6,1.02,0,1395,140,37,16,23,53,114,1.26,2,145.46,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-18,PR Content Pretty Tye Rosetta GRWM | TikTok | ED: 01/01/2026,1845132488132721,Cold #1 - 3/10/2025,1845132488133633,1845132488135697,7.33,426,70,3.02,0,386,248,243,213,245,246,250,9.38,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-17,Ashton Maxi Dress Gold Compilation 1 (Ecom) | ED: 04/11/2025,1839662800059425,Drop- #1 | ED: 04/11/2025,1839662855981185,1840066406755361,7.33,1065,5,1.00,0,1067,120,26,8,16,36,89,1.27,1,190.53,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-17,Aveta GRWM Dressing Plum & Ivory | TikTok | ED: 13/11/2025,1839260273016914,Cold #1 - 8/1/2025 US excluded,1841504672272466,1841504672277586,7.33,1062,5,1.03,0,1062,225,104,12,33,51,147,2.15,1,217.46,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-17,Fable Gown Talking Behind Back Blush | TikTok | ED: 16/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843509430824130,7.33,1274,16,1.08,0,1243,263,152,101,130,175,232,2.75,2,739.90,AUD
Seasonal Collection | Top Markets NEW,2025-10-15,Seasonal Wedding Guest | @negz | Logo Only | PR Content,1841692986014721,Seasonal Wedding NEW,1841692994379953,1841708184052737,7.32,3284,15,1.02,0,3254,485,164,51,76,130,279,1.72,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-19,PR Content Azurae Drop 4 | TikTok | ED: 20/11/2025,1839260273016914,Cold #1 - 8/1/2025 US excluded,1841504672272466,1841504672272498,7.32,983,8,2.28,0,980,242,94,27,40,85,170,2.18,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-18,Boosted | Video | Ecom | Product | Flicker | Julia - Babyboo Suiting | ED: 02/01/2026,1844953361211554,Cold #1 - 3/10/2025,1845228413066353,1845230439612529,7.31,1176,1,1.03,0,1164,106,28,2,6,11,35,1.18,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,August Collection Drop 1 |  Video 2 (Ecom) | ED: 04/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1839664917532673,7.31,1995,20,1.64,0,1988,181,45,15,30,44,107,1.22,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-17,Eileen ASMR Grwm | TikTok | ED: 11/12/2025,1842432547494225,Cold #2 - 12/9/2025,1843042348831761,1843042348838049,7.31,804,3,1.02,0,801,122,62,8,13,37,63,1.88,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,August Collection Drop 1 |  Video 6 (Dubai Campaign) | ED: 04/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1839664917531697,7.28,1845,7,1.04,0,1843,207,45,18,32,56,142,1.32,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Double Reaction Patricia Blush & Ivory | TikTok | ED: 17/12/2025,1842431186105393,Cold #2 - 12/9/2025,1843043473858705,1843594776380498,7.27,2240,2,1.06,0,2228,188,65,13,21,33,76,1.32,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-18,Ad | Video | Ecom | Product | Compilation Cornelia Mini Dress Plum Brown V2 | ED: 30/12/2025,1845228738542721,Drop- #1 | ED: 30/12/2025,1845228738542737,1845228738542769,7.27,911,3,1.02,0,908,43,9,5,6,7,19,1.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-15,Keira Blush ASMR GRWM | TikTok | ED: 16/12/2025,1842432547494225,Cold #2 - 12/9/2025,1843042348831761,1843507731954690,7.27,440,4,1.06,0,432,86,52,6,12,27,52,2.44,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-13,May Ecom Reaction | TikTok | ED: 26/12/2025,1842432547494225,Cold #2 - 12/9/2025,1843042348831761,1843053920028673,7.25,753,2,1.01,0,751,72,24,2,2,6,16,1.43,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,PR Content Azurae Drop 4 | TikTok | ED: 20/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1841157595773985,7.25,1536,11,1.04,0,1517,305,104,39,49,96,212,1.99,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-18,Corneila Corset Pull Compilation | TikTok | ED: 20/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843888162186242,7.25,1294,62,1.18,0,1257,330,180,52,83,154,222,2.59,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-15,Atelier Hands In Tyla | TikTok | ED: 27/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843063051240450,7.24,1157,28,1.63,0,1113,447,271,106,118,162,330,4.43,1,325.42,AUD
